,number,phone_no_m,busi_count_1908,busi_count_1909,busi_count_1910,busi_count_1911,busi_count_1912,busi_count_2001,busi_count_2002,busi_count_2003,busi_nunique_1908,busi_nunique_1909,busi_nunique_1910,busi_nunique_1911,busi_nunique_1912,busi_nunique_2001,busi_nunique_2002,busi_nunique_2003,flow_1908,flow_1909,flow_1910,flow_1911,flow_1912,flow_2001,flow_2002,flow_2003,label
271,271,753c5715ea2cb54d1fd75e5fd68162af8f9f08e2ee690bc5a053123e61d92a66cdcd6db69b3f7eb371342eee883d673f842a381b77ab40af98e2f14845def147,24.0,7.0,21.0,18.0,30.0,2.0,12.0,29.0,24.0,7.0,21.0,18.0,30.0,2.0,12.0,26.0,588.6993265151976,15.603055000305174,251.82829666137692,565.0985832214355,446.1477527618408,0.4707937240600584,1.6989583969116209,38.11245536804199,0
272,272,3c4872361ca8b6bdf1f8ec2b3ca8d10af119f1d6f7ec5ff8afec9742e4058cf450cb4ade84d7a047209bed94eec45634ff9ad3d9b6978addf144df292a5f9b4d,1.0,100.0,0.0,30.0,51.0,51.0,47.0,7.0,1.0,94.0,0.0,30.0,51.0,40.0,39.0,7.0,0.0173282623291014,5991.917835235596,0.0061092376708984,150.3444786071777,999.9047260284424,874.7260274887085,135.19349479675293,5.540817260742188,0
273,273,8ec3d51ad7b00f7d8a82c8c35e625d0b3c908c88d4210d4536181360e9c4975b0fb6617e818c9bd64eae1928241d60577f2861cb80d77af6c832b446973d8035,5.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,0.2389335632324216,0.0194778442382812,0.1634731292724608,0.0555944442749022,0.0135555267333983,0.0001335144042968,0.0354328155517578,0.0489521026611327,0
274,274,bd360d4db5b0c01c14aea38563ec79cc0e362d5aedf643dff43d2b9b8033929d0bea08ce5cda04355d17493712e272f94f8dcad79f24e555d3f6980ca4fb1411,21.0,197.0,100.0,,25.0,,,,18.0,197.0,100.0,,25.0,,,,21.061702728271484,22702.82684993744,2666.999528884888,,22.263973236083984,,,,1
275,275,3a06ec042499e9b440af1a2babe666a8794fe487af0abc8bc105dc09c99de5cb4af65f77563e0a16ef60d11ae32440dc4a563bc1382d7ba07a82645051922415,,,,,,,,84.0,,,,,,,,73.0,,,,,,,,1296.9150199890137,0
276,276,ea6a90d4377ff073eb016c68366c10f8f4e9c0221175014fe705eede764c336711c92836d828998d3aca59aee24b3c1f8cd26e5b998e6114921594089f2e4e3b,32.0,,12.0,,,,,,29.0,,12.0,,,,,,20.832979202270508,,70.28774929046631,,,,,,1
277,277,3380d7c808fb87283cf904955fe8298420d4944acde932b88d651380163cf9ced124b76749879d1fa7a14a05a01a41daa6d963364e03c88462d45c85ae028a16,85.0,,,,,,,14.0,85.0,,,,,,,14.0,3318.722306251526,,,,,,,139.8684120178223,1
278,278,581827690235b3d550d7bb0ebdaf2330ce29c18b14806fd4f4842c0cd094362e4b685ef0f104c10ca453a846deff4ff31e627bbbf0d1340e04c059b211580b7f,69.0,69.0,56.0,73.0,88.0,116.0,141.0,104.0,66.0,69.0,56.0,73.0,88.0,111.0,132.0,104.0,265.69496726989746,436.7845506668091,120.8338394165039,184.39480781555176,749.415132522583,2979.398313522339,7056.600516319275,5402.71970462799,0
279,279,e16a06659d127cb80f02720096118af5546eb39c9fadbde7b2facbcddd0463a476fcb51d4405e3d6b8a596fc55694cc0331e1529e3e082a7e21e60a7630fa361,,14.0,12.0,2.0,11.0,1.0,,,,14.0,12.0,2.0,11.0,1.0,,,,26.062748908996586,20.91441345214844,0.0250492095947265,10.68405818939209,0.031930923461914,,,0
280,280,2096fedf6f4f02b9c266083c09217294cd3f6f408bf6015899bdee6b8615bf57b5c96ec789aa669b504f43a604283ab7602f95631c1997600423860d1df04a85,52.0,73.0,99.0,97.0,79.0,68.0,36.0,55.0,52.0,73.0,99.0,96.0,78.0,68.0,36.0,55.0,363.04094886779785,1513.7580280303955,21161.075213432312,13871.766243934631,5536.785811424255,1675.265549659729,332.0436964035034,1060.1292486190796,0
281,281,6cd1f7f6e0c7e0301bf553b0039aaf322af9d737fb92aa5e5c394c57e78ad6038f050783c44a1934c8fe871f5dccb3a8cfc6ee105bedaf1a35c0f8ca206c4bbd,,,,,,,,8.0,,,,,,,,8.0,,,,,,,,0.0458202362060543,1
282,282,451d4599130473af1ac382452693ee4fe025fb68ea943ab95a11df8451926a0440e6e4fe5f84e7d934dc20f02235bf61e3436c78e234f651c719e3e229056dbe,,,,,24.0,45.0,23.0,51.0,,,,,24.0,35.0,23.0,44.0,,,,,62.80877590179443,182.75461959838867,47.47890758514404,567.4575939178467,0
283,283,63b641d970c43db8f296ba30be839c32d64ffd8efba57f3d7f10bd0612faf8c4ca460d01fde3ba63b4331ff99e6b431eeac1ec93deee8b57fdbfff19e952e83b,11.0,135.0,151.0,159.0,148.0,169.0,117.0,157.0,11.0,134.0,151.0,156.0,139.0,158.0,114.0,143.0,0.5599107742309568,19676.38443470001,20279.77988052368,22199.79128742218,21429.675008773804,21190.412956237797,4639.662379264832,15764.379110336304,0
284,284,fa761b72ef69033e689620e170c4123ef4210677c1759391e7edd2dce4eeb174c05589684a342e645bc7cd27458ad052314ee101a864558a364e99add052f367,126.0,166.0,169.0,162.0,164.0,105.0,113.0,137.0,126.0,151.0,163.0,161.0,161.0,95.0,107.0,130.0,1535.9765901565552,3737.079016685486,2726.551642417908,3452.707265853882,3006.21953868866,306.03144454956055,1510.4296102523804,2325.5560274124146,1
285,285,320db26b92bd1fdee1f32b444c0f7b9ada2a6cc333c36a9d6d8fe6a32991766bf22732dffd6a1016016fee8c440c4e912e9825b07da2b53af6da065faae6748c,,,,64.0,,49.0,,,,,,64.0,,49.0,,,,,,427.3977251052856,,61.549864768981934,,,1
286,286,3d34a63a52676d295c4e3116143b0042d219d5ceb2f731b750f06dcadfcea25dbec0a3eccbb4c5a0b371babf40ab44897bc0b79ee59354e0fd9eb31586fc0f96,,,,,,,,,,,,,,,,,,,,,,,,,0
287,287,a9b2cebe80968657a4c431fb2bc98658e0379bc0fa4d14ea74d8d5a628861e36ec77cb7e8d579c2064e2fb4526b2d9e816145ec7edc46315546f7b2e2439725e,,,,,,,,,,,,,,,,,,,,,,,,,1
288,288,a81f1194ffa01b12dc4cbe2c5e6c68c6edffbae0d8d926ce368805012e9935cb37041c4b0db02030d33296aba23188c8bb9fdb0129e8054d7b36bfb48245c577,180.0,205.0,217.0,205.0,223.0,200.0,83.0,92.0,171.0,190.0,210.0,204.0,213.0,192.0,83.0,91.0,8161.735326766968,10227.137978553772,8625.322350502014,9153.79392528534,17840.984344482422,5648.9513120651245,156.7274808883667,225.42155265808103,0
289,289,96ffc14e61f81e343b3b5abcbc5e1070f15727e12981e4debf933d7487c90bfe49b9bd3eb9a4cde5c051393e0609c7365a78f2cb52b9515d4e9b85796ee9fb71,131.0,149.0,152.0,142.0,136.0,128.0,91.0,145.0,117.0,139.0,138.0,135.0,130.0,116.0,83.0,132.0,2401.8593769073486,3039.361065864563,7737.050824165344,12394.84486579895,5625.117795944214,3907.2597303390494,1908.126370429993,4715.302316665649,0
290,290,94209bf5b9b1fc626bf1c0b298cc3b9c75555c772019512c3f94243606f7ef8514a1156f659f29ab1064ae82764bfb7eacacbd51f8b99ada7bd864624e86e813,,,,,15.0,,,,,,,,15.0,,,,,,,,1.7968044281005855,,,,1
291,291,3ac64b560d40d7459603c0ea944f6a248bad0e705ffbaf9900b3ad7f7a0213258b76f2a2cd1a89487375ddff6013438aa4c3f0ccd847b1582070ed1778f8665e,,,,,,4.0,,,,,,,,4.0,,,,,,,,3.0130128860473637,,,1
292,292,301750fa184ae81e590e280e7eea203f9d4abd4d32758a9f990e4fc828aafbb1e21f86b2292a202643c08f7b2675a8eb3275978e7f0212de34c166a7d990d69f,,,,5.0,,,,,,,,5.0,,,,,,,,0.3668508529663083,,,,,1
293,293,977c3a04b094ba7e73877598cf7a617bc94fde4d5d0a43439d1cc151ff45fbb4249ba7b42becea58551a9a977d86906f4a701806f1b0161ee1da95f29955003c,119.0,127.0,111.0,102.0,103.0,129.0,79.0,103.0,119.0,127.0,108.0,102.0,103.0,122.0,79.0,102.0,3609.9158039093018,4854.696642875671,810.3646335601807,1902.9337339401245,2070.3191890716557,2577.900154113769,666.0132703781128,1965.3861503601076,0
294,294,6c3e94ef91936c99cf147110dee38aacb2786c1dc907e98b321b42f4a6d8bb00c33fcc4a1aa4de26b0f6a831f85d2c4e298da851b09499905821851c5c08c19c,,,,33.0,67.0,52.0,39.0,56.0,,,,31.0,61.0,50.0,39.0,55.0,,,,512.9876556396484,3256.680746078492,1469.7977924346924,742.9487867355347,1185.5809812545776,0
295,295,59c7e6cf1f64ffa9486e96f09a4c5efe732c8e67e948765a6d3336efecff517e3059214be5ff66dbf8d402056070a5ae0d04fe564b72953fe621232668f7b7a8,,,,,,,,,,,,,,,,,,,,,,,,,0
296,296,df25655f57c522670e51fc36d51ec8dd34f99ebe6e45777bd66cb274ab66e416d96ad8dde70a3801117106508ff5fd41bef306d4948bff22063094f6fe679fe9,260.0,247.0,261.0,222.0,231.0,242.0,232.0,201.0,258.0,239.0,256.0,219.0,226.0,226.0,232.0,196.0,14766.138766288756,21732.098353385925,26383.129333496094,24162.61413192749,26865.452798843384,22670.62839603424,24313.86261177063,16298.202310562134,0
297,297,1a9f7ee4e442b796cc00aa9c7d355b0bfe201993f81901bada9c27694aed50364026197fe5ee979acdb330418ebbf88b12d35fa22bd0a9916dec7dc5ae503448,,,,,12.0,,,,,,,,12.0,,,,,,,,2.2131643295288086,,,,1
298,298,bdd1280914314b48e56b1385114be2630e86c2c82d4dcde7bcb2f6f0ae3143831fb862de250ada60dfca4756de7cab50b2269d65403cc846910050fbf82693ad,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0003433227539062,,,,1
299,299,ec48de3c100934c43674e5964d6e68f0ab54292b60bc32d7327ee806ecc57fe60cb82c7619856caaf8fe2508ec0882e1a733932c4f807c8c95267c882c4545bf,110.0,137.0,121.0,91.0,147.0,139.0,137.0,148.0,101.0,125.0,110.0,91.0,133.0,139.0,137.0,148.0,1778.776441574097,2605.5853481292725,4232.963496208191,2467.326693534851,11408.49363899231,3914.3132495880127,7300.815479278564,10996.034973144531,0
300,300,439b10f649f11eb9818b6274cc91e8baa35c2195cfc07c5bab000f4c88d4a71e60cf863d5d264d2df646698f521c52e314285fef3f0d96b9e76e70c6f57baccf,,,2.0,1.0,,3.0,1.0,2.0,,,2.0,1.0,,3.0,1.0,2.0,,,0.0301151275634765,0.0153846740722655,,0.0311870574951169,0.0023422241210937,0.0449562072753906,1
301,301,932c8a073f8cc851137dcbee1d57e6c3caa56527484076a37e396905d3ee9b2cddef95509ddaa0e1529121f545f69e9a3834dda6c1439219ec6a5c97836c4abc,12.0,9.0,10.0,58.0,115.0,104.0,53.0,70.0,12.0,9.0,10.0,53.0,107.0,92.0,50.0,70.0,37.276180267333984,29.035903930664062,42.571064949035645,234.96078777313232,3080.3067111968994,1566.555881500244,268.8483667373657,1236.0973205566406,0
302,302,e1e6778df08e19fd2e82b98002502ebbf1efbb498e6c5651d4df1655f587e60d5193e50d30f397eafac1c50045b89e1c16d0ed4de3010f17a56e69052716913e,57.0,289.0,151.0,159.0,37.0,178.0,124.0,1.0,57.0,288.0,151.0,159.0,37.0,178.0,124.0,1.0,611.3473968505859,9636.659141540527,2822.5308179855347,4242.3642444610605,5.3157806396484375,4060.5858640670776,1622.3856687545776,0.1090326309204101,0
303,303,442b98ea861a764e4fdc53aed8638246fccfa2570f8dbfd7a375f7e2c354802f959ef0a6e9a6400aa509e803fe310584070d2fe06491d1d490b749b9d9c0b785,,,,,,,,,,,,,,,,,,,,,,,,,0
304,304,060e1d4957ea19bea2e8478ef1fa893861c7f4b8acfbb75d28c695bc7e16a057ce377b1d0b089e10fb64ba35f9764ded73580e98b56975704410574cbfc889b2,,,,,2.0,4.0,2.0,3.0,,,,,2.0,4.0,2.0,3.0,,,,,0.0965433120727538,0.0653800964355466,0.0322456359863281,0.0397081375122069,0
305,305,18e6488e6c897f10d8afbe6d4ef007976c59d38fc8247fef02f470509e41348f6aa0ba81d744decce319493f1ff7d4d2120b80ee384d8b47c317d3dc4e707106,,,,,,13.0,16.0,31.0,,,,,,13.0,16.0,31.0,,,,,,0.4625806808471673,5.416972160339355,2.3483505249023438,0
306,306,76bb1eda53a058694effad33d1f82b7d5a9196fd4b30c4b6bc2cc52719669b78aa594beb5f2ad54fc26a506d1f431ff778dc3fd1416647644daca010f3286e8b,,,,113.0,126.0,151.0,192.0,213.0,,,,111.0,126.0,140.0,189.0,207.0,,,,4415.069995880127,13907.816075325012,38617.22632217407,45860.5190076828,12884.942901611328,0
307,307,5341bc0a712616d6765c1d3ef1115854dd19709a03f4490c5c5e8acf1f8b013f4b0ba249e3c07f11b405fa44881c2dc895684fb3e6a831db3b864751c252c3ac,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0224599838256836,0.0261430740356445,0.029651641845703,0.0144987106323242,0.0240383148193358,0.0242462158203123,0.0265340805053709,0.0336513519287107,0
308,308,97e7d2fb8ec025cb8c0a15c7bc351d5737d6fefe6e02fc8285fc8aa53fab65b8b535630b26e667db28825b37d01b12770fe351b13a4628c6ff927ecb2c3d3a73,237.0,6.0,6.0,8.0,2.0,3.0,4.0,6.0,224.0,6.0,6.0,8.0,2.0,3.0,4.0,6.0,16514.850001335144,0.1525640487670894,0.983211517333984,0.2186470031738279,0.3658304214477538,0.1555671691894529,2.0299949645996107,0.2860794067382811,0
309,309,eb6d1305d024fa67aa9efb613cfad5f5cb24bbc2ec410a5ea0d25d898c98257f9d1aaec4f5666fdd096372b84990a809bd2691ba7d13fa7bb0ca2a3ab6ad56d4,,,,,,,,102.0,,,,,,,,100.0,,,,,,,,3404.083302497864,0
310,310,50434826634ad0cfb182143a358a0843fbd2c2e2f9abd7634d1bde36874c89c25b58666afe88c82a9c6de07971649c3282ca06ec58787bfc5bfe2929180a325f,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,0.1735038757324218,0.1164665222167968,0.1661510467529295,0.207923889160156,0.1000928878784177,0.1638689041137694,0.6167802810668945,0.2730960845947262,0
311,311,ad30babe1b56e13696dea10995a50a0004af5e81560ca3b7d182fd1d17fdb0523fb06430fd8c847558722523260bced88df4bf9cc48a810b3e7962e7be795b0d,83.0,71.0,76.0,76.0,72.0,66.0,85.0,64.0,80.0,69.0,74.0,74.0,72.0,63.0,79.0,58.0,780.4829893112183,763.9379501342773,1152.0340719223022,741.1521492004395,872.8651714324951,282.81070041656494,1695.0406913757326,306.32034969329834,0
312,312,b6cd606931ba69138706e76f1bb691c13ae2916ddb2a2df84825c75ff6d169be8290f45612b387365fb7096aae4b11fc9afb4d147e82a2c79b16bc560aa32a65,,,,,,,,,,,,,,,,,,,,,,,,,1
313,313,8d466e4637d4cad09bf6cd6bcf06c2dd113b8cdf83c6f26bfd2341a46da3e4a08bae86426ae1ee0332ecf0cbae25b45e92abe5b7b73b3e5aae88797fb0063cbd,,,,20.0,23.0,24.0,24.0,27.0,,,,20.0,23.0,24.0,24.0,27.0,,,,3.134223937988281,17.1459379196167,26.12978172302246,3.680974960327149,14.018909454345703,0
314,314,558b331d87264c5d22d0c3bc3752f24cefb7eef6384023fa581ac586978a9fe809efbe731e0585057879a2d774523c3debe2021fa1db96c44e147252e67a60d6,4.0,9.0,0.0,2.0,1.0,5.0,0.0,1.0,4.0,9.0,0.0,2.0,1.0,5.0,0.0,1.0,0.0087985992431638,0.1331129074096676,0.0372085571289062,0.0584983825683593,0.0083084106445311,0.2727651596069334,0.0002593994140625,0.0443267822265624,0
315,315,9a17a5e09a1f78ef55c3861c04830ed57e2e64ef4afac43e08d0839252b1e5ecd8468e56f343a0b01df7b868f94d04c4a09d4c97c6ef694ac4b51d68039aadcd,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,1.5984010696411133,2.241034507751465,2.0558700561523438,0.6091203689575195,0.7292041778564453,1.483353614807129,1.7494888305664062,1.50335693359375,0
316,316,3cf4ee9bb4b47f15c020bf9a5cf69447a69359ebb13071f97388086bcaedc3a0e223dee7d7b5439befd8726c67222b149417fbc1aaac9acab3e4643e7620f2b1,162.0,212.0,185.0,146.0,19.0,137.0,123.0,90.0,158.0,205.0,161.0,140.0,19.0,128.0,120.0,87.0,16983.46142101288,44481.80331134796,23211.54851913452,10900.922960281372,0.9864950180053704,7414.642735481262,7997.01086807251,2807.693577766419,0
317,317,3ec913caaf72be413d32175b1e7c8a56b7d5c2fdf3b3a13630b33d74dd89cd5f4ba19921f0fedc0ba0f4d841497e89a8f22e7ae27a925831da70012d0be33294,,,,,,21.0,,,,,,,,21.0,,,,,,,,148.65328788757324,,,1
318,318,612df55b97ab945d8d75addd083db08d06a12c84f675dd5e3d84afaa3b69bf158c4f15da0ab314189d5ca8f3425876444297d0df6bcd04836a9b955910e8f9a5,325.0,311.0,278.0,245.0,312.0,277.0,261.0,223.0,310.0,293.0,267.0,236.0,302.0,249.0,237.0,205.0,32861.43256664276,46901.03171443939,27678.654166221622,19146.883589744564,40916.57027721405,35171.3990983963,17950.68425655365,4594.243144989014,1
319,319,9cfceaea825d7a4898d5164bf082557bb9e929813432d727d029cb21de6dd9a2b33c8bfe2718462bfe3e88866a315a0c3c281fc6f043062c77a6f47ca3fed505,1.0,2.0,3.0,51.0,66.0,128.0,58.0,93.0,1.0,2.0,3.0,51.0,63.0,128.0,58.0,77.0,0.3909921646118164,0.119352340698242,0.1775712966918945,229.77008247375488,10713.950593948364,16187.708365440369,7938.683265686035,6377.773392677307,0
320,320,9590eef6589a5e235c7b3f63b39cda830bf9d2024e3f7e2c959209eea45bbbae33ea5b45f45701b574463b7e3f958b0072e54bda061bed67d285a6d817ae91b3,,,47.0,,,,,,,,47.0,,,,,,,,167.93574047088623,,,,,,1
321,321,95570f68f40a0862cad93f988e2d408cc06001802ad09076a115bfe350470c9327e3ed28ee21d13eeb608ee2430c2ee1ad688941dc2c38eb1f4ca3ee89e8c23f,,,,,,,,18.0,,,,,,,,18.0,,,,,,,,7.609268188476562,1
322,322,7a224ad39e1e5b4c8a77a1a6f157cf7fb3f3db11d7fa56af769666067186fde3681e58d6ba28cb18d33b6a7a5c44556e12e265aae083366d8c6845bac9c1c14a,186.0,128.0,126.0,78.0,96.0,194.0,255.0,319.0,162.0,121.0,114.0,76.0,95.0,192.0,243.0,310.0,3988.349609375,3051.960131645202,5754.936192512512,1572.4876070022583,1093.027440071106,9419.018765449524,34215.93699550629,63631.316681861885,0
323,323,ee8fb57cdcce174de965a68ad504f60bce5ee5366da50599b8e1c54aab79b336c93a332e1f808e5d2bf79a1670616666bdc0d5396f308039fe8c8b0364b48736,,,,14.0,,,,,,,,14.0,,,,,,,,96.61217880249022,,,,,1
324,324,27047a9c40223369309f76970e83fdf0463f0a18cd3ef55b0b671684303fd8a3d3e54ba87b986a9c7433cffb95e6c822a968269cd587bcda994c4ee55934533b,,,,,,193.0,192.0,223.0,,,,,,173.0,176.0,202.0,,,,,,4750.9844036102295,16077.511719703674,28252.713013648987,0
325,325,1b9ee457046dd773e214b21a570dc2b64b0ba017b56a2ecc4175ea572907d0f601d8aea576d404bd72c4f5f3e7c9443d5f889369025c2510b315496753d11b70,,,,66.0,,,,,,,,66.0,,,,,,,,74.74709606170654,,,,,1
326,326,963547f3ed65f72d2497044f232e5fae2ab7e876509cedd824e8577aa6a0343d2c8f62e509a4d704c30be13333e37d05f2feb2076812e12d96810e7264a50af4,,,,,,,,,,,,,,,,,,,,,,,,,1
327,327,5ac4b1435ec9f9aefa8667490d259ae35759b6f74cb598f245fb95fcfaea9f54ef70e42b97e32160502255b4928538536669182fbf3d1764a5540e09ab81320d,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0144462585449218,0.0129318237304687,0.0104169845581054,0.0086631774902343,0.0113735198974609,0.0084962844848632,0.0117473602294921,0.0150861740112304,0
328,328,7fa56916b27e3314d8fb3c05ddb9174d93296d762dbd51967bf3d2a60a32d7bf7f19050078f6a59425366edf846cd49a6ad57fb464b349a14296bbd895912db7,,,,,,,,,,,,,,,,,,,,,,,,,0
329,329,49a097eb0e57fcfbbe84872bc572e8c09d0d593ddb933dca8643a5d54cffc480bd1ccdd01cbea1732ba8be472ce6c0e71a6bf26e8f391c5cd1263817b53e055c,5.0,5.0,60.0,9.0,11.0,6.0,4.0,21.0,5.0,5.0,59.0,9.0,11.0,6.0,4.0,21.0,1.7286157608032229,4.083611488342285,75.54259872436523,31.908963203430183,20.217800140380856,4.722922325134277,0.6113462448120114,2.84621810913086,0
330,330,eb1c2f3828c15905f75659d8016e43117e78d0eba2006fe1b7953c15e9a9d09db86d9b5a6c154e01273e67b6fefcdc91b0381bdab2e4d6197cb4c2a4d4815867,172.0,172.0,164.0,182.0,212.0,208.0,142.0,173.0,156.0,153.0,152.0,167.0,197.0,189.0,134.0,166.0,6464.917990684509,4577.377963066101,4485.350789070129,7939.023149490356,6396.714035987854,8388.903269767761,5329.914036750794,7790.855520248413,1
331,331,98de4e8b6ffe13e8cc57a2f5b80d6ea9c93b536b0d4a7c2755ee3b4ffc782fe1d6a8b112b31c435893ae339c95b8ecd64f2ff035ad7cfb26fcc26d46c75772c5,191.0,168.0,150.0,199.0,171.0,186.0,144.0,177.0,183.0,164.0,150.0,195.0,171.0,184.0,144.0,176.0,18933.47246170044,32775.729378700256,23245.889781951904,21813.79978179932,21238.564200401303,12194.365303993223,9050.767511367798,16792.7374792099,0
332,332,5e766d4d65d6e044814a0a55b7fc1edd5bd6d21c711211a7818153ee9324b5cc9e4b1977531c13c4224f14d391545e6545d2a33e456788d2d4be74f809859cbc,4.0,4.0,5.0,4.0,3.0,9.0,4.0,6.0,4.0,4.0,5.0,4.0,3.0,9.0,4.0,6.0,3.9236249923706055,7.545044898986816,8.968273162841797,9.099859237670898,6.674009323120119,7.872923851013184,3.663516998291016,6.618021965026856,0
333,333,ced17088399f4c7a024ef1a64df52c40e71c92cbe4c9f017bdf409ab666e7819c57678a073f5abedd5aa4a1c59bef7951d6edcdf6788250f2b6a1faa48f1699e,,,,27.0,,,,,,,,27.0,,,,,,,,75.0961380004883,,,,,1
334,334,3124ddbf7c72bc01282499504ca6176126d46ef050478f00e014c9b6d7f31640a4b5a462e3e0ad52db4714ac3ee0112e5e33902670ba7868ae5c81209d4530e1,,,,,,,,,,,,,,,,,,,,,,,,,1
335,335,ef2ad6fceb361736658b74b4b49a3e54788dfbf1af6069d96fb6f4f82968183963825738bad8b07112a3d7bdf5c0469369bd82762d7277508a0bc4c3951587a1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0271215438842773,0.0254402160644531,0.0340728759765624,0.0287399291992187,0.037912368774414,0.0643386840820312,0.051279067993164,0.091032028198242,0
336,336,6c076225e9652c02836e957b72e418c1a376bb90edf21e540ef3ed405877573762ec6b90591a5fee3d401bf60e023c373d077b8b83da51fc9040a83a2509680d,161.0,160.0,214.0,150.0,168.0,193.0,218.0,232.0,140.0,138.0,189.0,136.0,149.0,173.0,183.0,201.0,2479.800660133362,4689.885615348816,7600.667845726013,6827.948202133179,6696.7750787734985,8752.58888912201,31541.06200504303,19748.96168231964,0
337,337,e377027582eeeb814fe84a65b8f8688276859d5b2c129f2f62c3d7d74f01e7907f1922cc8d10ea2bd619c2f2211e6703ea10b4d3b18ae976c0c52eca620dc238,4.0,2.0,27.0,32.0,59.0,38.0,12.0,32.0,4.0,2.0,27.0,29.0,53.0,38.0,12.0,32.0,0.4239816665649412,0.3971366882324217,8.586262702941895,7.584951400756836,611.8068552017212,607.4410543441774,0.3669767379760739,14.758917808532717,0
338,338,50df90bb3ae5d86487e6747603754611eec4a589015486eef888857fedc64e5b82c7ece4236b30968f87f1badb867f72e80842d4aa6373cecabe93af501ff71f,47.0,111.0,108.0,67.0,121.0,122.0,7.0,125.0,41.0,105.0,100.0,61.0,112.0,106.0,7.0,109.0,538.562357902527,14275.328758239746,10551.04978466034,862.8418836593628,9739.86335849762,14115.155099868773,0.6813411712646481,1568.667048454285,1
339,339,c5502a6d3e4cabaf8c0e298c4aac693b6e80835d50d4e4f393d8426bd49c0d4d00c3959d2a2c8341410e57af28bee6dc5c80dbad7cf147018ec0ece7bfa0cf5f,,,,,15.0,210.0,176.0,,,,,,15.0,210.0,175.0,,,,,,1.6044301986694336,6076.057713508606,7851.439769744873,,0
340,340,d8faae46dc61b0d05441cc713fdc2eaf8bbb2735e74a75fb05841594059d933ad9ac389eedf98c097779ae649fcece8dbe3d259ea255484aaf83721585948403,84.0,105.0,114.0,109.0,101.0,101.0,106.0,109.0,84.0,105.0,114.0,109.0,101.0,98.0,105.0,101.0,10382.601293563845,38175.64925289154,24726.320266723636,18394.31169986725,12088.938815116882,10965.314626693726,14724.174632072449,13395.50281906128,0
341,341,ecf1150f3f189f0942ba47611fc7582cc9301ca209748bc37e4b5b9f4e48b1118298278e098e74e64ff4b6f247dd6bdc8f3742ba103b23df932f01814d1dfc47,60.0,,,,,,15.0,,60.0,,,,,,15.0,,50.31736278533936,,,,,,37.82213497161865,,1
342,342,289ff7bf63c41379b61634ff16ae914a5201100ef1046fde7dad00ed04d8d179ef35381858d40f4aac3c562113d85802c412191f040fe5396b7bea7060f61e34,113.0,98.0,87.0,92.0,80.0,,,,108.0,98.0,85.0,92.0,80.0,,,,2815.882160186768,1238.7646436691284,1421.1615152359009,966.394416809082,973.6195049285888,,,,1
343,343,71b4bd069d83104815176413a50fba29740754a01f41c92ef0b5dd56c167c3da7413750e29002944c6f3992d7474edd3937ee30ab60f9d78ed04e3573b7dc72b,142.0,152.0,161.0,128.0,140.0,132.0,135.0,163.0,134.0,148.0,154.0,122.0,134.0,121.0,125.0,153.0,2910.2922563552856,4523.420467376709,5071.4929456710815,7295.473306655883,2860.045701980591,3538.2727155685425,6104.697443008423,5227.140117645264,0
344,344,e1aff215bcc8abe9bd776d878294bd23aea125a5eb48e874ba2b765916d84a675bd3e08fddaf1c08ef727e37c3f0cc98fc9ab13b34318bb7c100406e73e2dced,133.0,140.0,113.0,106.0,113.0,103.0,82.0,115.0,130.0,139.0,113.0,106.0,113.0,100.0,82.0,109.0,11162.595541000366,14983.385023117064,16251.59306049347,17765.177126884457,23315.249499320984,4768.555173873901,1253.417158126831,6225.84504699707,0
345,345,e4b8f56c388025527e0c106dc3a298d7d9193d7dcf8daf616ee9e93a1fd45c358ab3f991351b4867a6881c066ff0b1c3cd886e81442684e7a8171dd9ced74d3b,154.0,161.0,127.0,143.0,174.0,161.0,142.0,158.0,149.0,146.0,127.0,138.0,167.0,144.0,134.0,151.0,7574.728051185608,16400.276174545288,6181.114277839661,12110.360677719116,16237.480582237244,13341.301413536072,11494.30870628357,14111.99580860138,0
346,346,1c5c2e43d471e1fb0914da0a2d504f113fb30736ee932dcb092cc98f1ab80473ba9db872bb85a87773d93c91ce7c4e86211414dfed07d8d1c9bf36af6c69eb92,,,,1.0,,,,,,,,1.0,,,,,,,,0.006753921508789,,,,,1
